"","freq","word1","word2","word3","word4","word5"
"12349",2,"coordinating","veterinary","care","fostering","a"
"12350",2,"copeland","executive","director","of","naral"
"12351",2,"copper","mining","project","in","the"
"12352",2,"copy","of","a","cup","of"
"12353",2,"copy","of","your","book","but"
"12354",2,"copyright","the","associated","press","all"
"12355",2,"corn","on","the","cob","and"
"12356",3,"corner","of","st","clair","avenue"
"12357",2,"corner","of","the","park","about"
"12358",2,"corner","of","your","shower","because"
"12359",2,"coronary","heart","disease","and","an"
"12360",2,"corporate","earnings","will","have","to"
"12361",3,"correct","me","if","i'm","wrong"
"12362",2,"correspondence","picking","up","donations","coordinating"
"12363",2,"corruption","related","crimes","and","is"
"12364",2,"cost","chance","to","cancel","the"
"12365",9,"cost","damage","attacks","up","to"
"12366",2,"cost","damage","number","of","attacks"
"12367",2,"cost","duration","seconds","all","stats"
"12368",3,"cost","duration","seconds","chance","to"
"12369",2,"cost","is","per","person","for"
"12370",2,"cost","jumps","for","a","certain"
"12371",2,"cost","million","and","made","million"
"12372",2,"cost","of","living","adjustments","for"
"12373",2,"costs","the","company","earned","cents"
"12374",2,"couch","to","the","computer","a"
"12375",2,"coughing","on","the","train","shall"
"12376",2,"could","afford","to","live","in"
"12377",2,"could","be","a","game","changer"
"12378",2,"could","be","a","good","way"
"12379",2,"could","be","a","high","scoring"
"12380",2,"could","be","at","risk","for"
"12381",2,"could","be","better","but","the"
"12382",2,"could","be","doing","with","my"
"12383",2,"could","be","forced","to","pay"
"12384",2,"could","be","heard","in","the"
"12385",2,"could","be","his","last","game"
"12386",4,"could","be","in","for","a"
"12387",2,"could","be","in","the","works"
"12388",3,"could","be","one","of","the"
"12389",3,"could","be","part","of","the"
"12390",2,"could","be","related","to","the"
"12391",2,"could","be","said","to","be"
"12392",4,"could","be","the","beginning","of"
"12393",3,"could","be","the","kind","of"
"12394",2,"could","be","the","start","of"
"12395",2,"could","be","transformed","into","a"
"12396",3,"could","be","used","as","a"
"12397",2,"could","come","as","early","as"
"12398",2,"could","come","back","to","haunt"
"12399",2,"could","consolidate","and","move","higher"
"12400",2,"could","disrupt","protection","orders","for"
"12401",2,"could","do","to","improve","the"
"12402",2,"could","do","worse","than","to"
"12403",2,"could","end","up","with","more"
"12404",3,"could","face","up","to","years"
"12405",2,"could","find","a","way","to"
"12406",2,"could","get","away","with","it"
"12407",5,"could","get","my","hands","on"
"12408",2,"could","get","we","wanted","the"
"12409",2,"could","go","as","high","as"
"12410",4,"could","go","back","in","time"
"12411",6,"could","go","on","and","on"
"12412",4,"could","go","on","but","i"
"12413",2,"could","go","to","one","of"
"12414",2,"could","have","been","a","bit"
"12415",4,"could","have","been","much","worse"
"12416",2,"could","have","been","sentenced","to"
"12417",2,"could","have","been","so","much"
"12418",2,"could","have","done","a","lot"
"12419",2,"could","have","done","more","to"
"12420",2,"could","have","gone","either","way"
"12421",2,"could","have","sat","there","all"
"12422",2,"could","in","any","way","be"
"12423",2,"could","just","as","easily","be"
"12424",2,"could","just","as","easily","have"
"12425",3,"could","make","it","easier","to"
"12426",2,"could","make","you","see","how"
"12427",3,"could","not","agree","more","with"
"12428",2,"could","not","be","happier","with"
"12429",2,"could","not","be","more","beautiful"
"12430",3,"could","not","be","more","different"
"12431",20,"could","not","be","reached","for"
"12432",2,"could","not","be","reached","to"
"12433",2,"could","not","be","reached","wednesday"
"12434",2,"could","not","bring","herself","to"
"12435",2,"could","not","get","past","the"
"12436",2,"could","not","have","been","more"
"12437",2,"could","not","have","said","it"
"12438",3,"could","not","immediately","be","reached"
"12439",2,"could","play","the","role","of"
"12440",2,"could","probably","use","it","as"
"12441",2,"could","really","go","for","a"
"12442",3,"could","say","the","same","for"
"12443",2,"could","see","that","i","was"
"12444",3,"could","see","that","she","was"
"12445",2,"could","see","the","super","moon"
"12446",2,"could","sell","she","could","keep"
"12447",2,"could","send","them","to","prison"
"12448",2,"could","take","a","picture","of"
"12449",2,"could","there","ever","be","a"
"12450",2,"could","today","be","the","day"
"12451",3,"could","turn","out","to","be"
"12452",2,"could","very","well","be","a"
"12453",3,"could","you","do","this","to"
"12454",2,"could","you","give","me","a"
"12455",3,"could","you","please","follow","me"
"12456",2,"could","you","say","that","he"
"12457",3,"could","you","tell","us","about"
"12458",2,"couldn't","agree","with","you","more"
"12459",3,"couldn't","ask","for","a","better"
"12460",2,"couldn't","be","more","different","from"
"12461",2,"couldn't","be","more","pleased","with"
"12462",2,"couldn't","be","more","proud","of"
"12463",2,"couldn't","believe","it","was","happening"
"12464",2,"couldn't","do","it","i","couldn't"
"12465",2,"couldn't","do","it","without","the"
"12466",3,"couldn't","figure","out","how","to"
"12467",2,"couldn't","figure","out","what","it"
"12468",2,"couldn't","find","a","way","to"
"12469",2,"couldn't","go","back","to","sleep"
"12470",2,"couldn't","have","been","done","better"
"12471",2,"couldn't","have","been","older","than"
"12472",2,"couldn't","have","come","at","a"
"12473",6,"couldn't","have","done","it","without"
"12474",3,"couldn't","have","picked","a","better"
"12475",6,"couldn't","have","said","it","better"
"12476",2,"couldn't","help","but","laugh","at"
"12477",2,"couldn't","help","but","think","of"
"12478",3,"couldn't","keep","up","with","the"
"12479",2,"couldn't","pay","me","enough","to"
"12480",2,"couldn't","shake","the","feeling","that"
"12481",4,"couldn't","think","of","a","better"
"12482",2,"couldn't","walk","up","the","steps"
"12483",2,"council's","leadership","in","energy","and"
"12484",2,"council","chambers","park","ave","p"
"12485",2,"council","member","don","samuels","called"
"12486",2,"council","member","letitia","james","was"
"12487",2,"council","members","and","other","officials"
"12488",2,"council","of","fashion","designers","of"
"12489",2,"council","president","bernard","c","jack"
"12490",2,"council","president","pro","tem","gary"
"12491",2,"count","all","the","things","you"
"12492",2,"count","basie","theatre","in","red"
"12493",2,"count","it's","the","life","in"
"12494",2,"count","of","first","degree","murder"
"12495",2,"count","of","possession","of","a"
"12496",2,"count","of","sexual","abuse","in"
"12497",3,"count","the","number","of","times"
"12498",4,"counting","down","the","days","until"
"12499",2,"country","and","the","rest","of"
"12500",2,"country","coming","out","of","high"
"12501",2,"country","has","an","obesity","epidemic"
"12502",2,"country","illegally","the","law","is"
"12503",2,"country","in","search","of","a"
"12504",2,"counts","of","aggravated","criminal","sexual"
"12505",2,"counts","of","conspiracy","to","violate"
"12506",2,"counts","of","endangering","the","welfare"
"12507",2,"counts","of","first","degree","murder"
"12508",2,"counts","of","second","degree","assault"
"12509",2,"counts","related","to","campaign","finance"
"12510",2,"county","assistant","prosecutor","nicholas","sewitch"
"12511",2,"county","church","happens","to","be"
"12512",2,"county","convention","center","not","open"
"12513",2,"county","cremation","and","funeral","home"
"12514",2,"county","district","attorney's","office","and"
"12515",2,"county","employee","j","kevin","kelley"
"12516",3,"county","executive","charlie","a","dooley"
"12517",2,"county","executive","ed","fitzgerald","is"
"12518",2,"county","fairgrounds","plains","road","augusta"
"12519",2,"county","floated","the","idea","of"
"12520",8,"county","jail","in","lieu","of"
"12521",2,"county","jail","in","north","brunswick"
"12522",2,"county","jobs","but","at","the"
"12523",2,"county","line","to","new","macland"
"12524",2,"county","lines","that","welcome","you"
"12525",2,"county","medical","examiner's","office","ruled"
"12526",4,"county","medical","examiner's","office","said"
"12527",7,"county","police","chief","tim","fitch"
"12528",2,"county","prosecuting","attorney","bob","mcculloch"
"12529",3,"county","prosecutor's","office","at","or"
"12530",2,"county","prosecutor's","office","said","today"
"12531",2,"county","prosecutor","bruce","kaplan","and"
"12532",2,"county","prosecutor","warren","w","faulk"
"12533",2,"county","pulled","over","florence's","wife"
"12534",2,"county","sheriff's","office","is","investigating"
"12535",2,"county","spokesman","jim","kennelly","said"
"12536",2,"county","state's","attorney","anita","alvarez"
"12537",2,"county","warrant","for","his","arrest"
"12538",2,"county","women's","hall","of","fame"
"12539",2,"couple","of","days","a","week"
"12540",2,"couple","of","days","ago","and"
"12541",2,"couple","of","days","ago","i"
"12542",2,"couple","of","days","later","he"
"12543",2,"couple","of","minutes","add","the"
"12544",2,"couple","of","times","a","week"
"12545",5,"couple","of","weeks","ago","and"
"12546",2,"couple","of","weeks","ago","but"
"12547",2,"couple","of","weeks","ago","for"
"12548",5,"couple","of","weeks","ago","i"
"12549",2,"couple","of","weeks","ago","they"
"12550",3,"couple","of","weeks","before","the"
"12551",3,"couple","of","weeks","we","will"
"12552",2,"couple","of","years","ago","at"
"12553",4,"couple","of","years","ago","i"
"12554",2,"couple","of","years","ago","we"
"12555",2,"couple","of","years","ago","when"
"12556",2,"couple","of","years","he","said"
"12557",2,"couple","of","years","it","was"
"12558",2,"couple","years","ago","and","it"
"12559",4,"couples","should","be","able","to"
"12560",3,"courage","to","pursue","them","walt"
"12561",3,"course","compared","to","last","year"
"12562",2,"course","i","had","to","use"
"12563",2,"course","one","of","the","most"
"12564",3,"course","the","school","of","law"
"12565",2,"course","there's","the","problem","of"
"12566",2,"course","there","will","be","a"
"12567",2,"course","you","don't","have","to"
"12568",2,"court","and","close","the","prison"
"12569",2,"court","appearance","is","scheduled","for"
"12570",2,"court","front","row","seats","to"
"12571",3,"court","has","ruled","that","the"
"12572",2,"court","law","is","used","in"
"12573",4,"court","of","appeals","for","the"
"12574",2,"court","to","conspiracy","and","extortion"
"12575",2,"courts","of","the","member","state"
"12576",2,"cover","expenses","incurred","by","the"
"12577",3,"cover","like","old","times","do"
"12578",2,"cover","with","a","lid","and"
"12579",2,"cover","with","plastic","wrap","and"
"12580",2,"coverage","of","long","term","care"
"12581",2,"coyotes","won","their","first","second"
"12582",2,"cracks","me","up","every","time"
"12583",2,"cracks","me","up","when","i"
"12584",2,"crafter","and","also","if","you"
"12585",2,"crap","people","post","i","can"
"12586",2,"crashes","national","highway","traffic","safety"
"12587",6,"crazy","but","here's","my","number"
"12588",2,"crazy","in","the","sense","that"
"12589",2,"crazy","my","insecurities","could","eat"
"12590",2,"crazy","when","he","held","his"
"12591",2,"crazy","world","we","live","in"
"12592",2,"crazy","you","don't","even","know"
"12593",2,"cream","on","top","of","the"
"12594",2,"cream","to","go","with","it"
"12595",2,"cream","with","a","bit","of"
"12596",2,"create","a","critter","cricut","cartridge"
"12597",2,"create","a","piece","of","art"
"12598",2,"create","a","sense","of","community"
"12599",2,"create","a","tasty","turkey","burger"
"12600",2,"created","a","much","fonder","memory"
"12601",2,"creates","an","average","of","three"
"12602",2,"creates","confidence","kindness","in","thinking"
"12603",2,"creates","unk","kindness","in","giving"
"12604",2,"creating","yourself","george","bernard","shaw"
"12605",3,"creation","has","began","developing","a"
"12606",2,"creation","has","heard","your","requests"
"12607",2,"creation","has","met","many","amazing"
"12608",3,"creation","of","the","heavens","and"
"12609",2,"creative","media","web","company","launches"
"12610",2,"creativity","is","thinking","up","new"
"12611",2,"credentials","a","year","later","saying"
"12612",2,"credible","accusations","later","proven","that"
"12613",2,"credit","for","the","success","of"
"12614",2,"credit","where","credit","is","due"
"12615",2,"cremation","and","funeral","home","longwood"
"12616",2,"crematory","howell","branch","chapel","winter"
"12617",2,"cried","when","i","found","out"
"12618",2,"crime","for","an","illegal","immigrant"
"12619",3,"crime","to","be","in","the"
"12620",2,"crimes","against","children","task","force"
"12621",2,"criminal","damage","to","property","under"
"12622",2,"criminal","justice","system","notre","dame"
"12623",2,"criminals","that","are","responsible","for"
"12624",2,"crisis","and","the","economy","at"
"12625",2,"crisis","at","the","fukushima","nuclear"
"12626",2,"crisis","for","washington","and","beijing"
"12627",2,"crisis","since","the","great","depression"
"12628",2,"criteria","it","has","to","be"
"12629",2,"critic","in","africa","the","great"
"12630",2,"critical","juncture","new","reports","that"
"12631",2,"criticized","for","his","handling","of"
"12632",2,"crops","of","luv","makes","albums"
"12633",2,"crops","of","luv","you","can"
"12634",2,"cross","party","lines","and","his"
"12635",2,"cross","point","capability","supporting","resolutions"
"12636",2,"cross","your","fingers","for","me"
"12637",2,"crossing","the","street","when","the"
"12638",2,"crowded","tight","end","position","that"
"12639",2,"crown","volleyball","would","like","to"
"12640",3,"crowned","prince","princess","charm","pageant"
"12641",2,"cru","de","gra","is","coming"
"12642",2,"cruciate","ligament","in","his","left"
"12643",2,"crude","lost","or","to","per"
"12644",2,"crude","oil","and","natural","gas"
"12645",2,"crude","which","helps","set","the"
"12646",2,"crumpled","in","the","bottom","of"
"12647",2,"cruz","unk","topped","the","field"
"12648",2,"cry","but","it","takes","a"
"12649",2,"cry","every","time","i","see"
"12650",2,"cry","me","a","river","so"
"12651",6,"ct","square","feet","on","for"
"12652",2,"cuba","can","remain","shrouded","in"
"12653",3,"cubic","feet","of","natural","gas"
"12654",2,"cubs","president","of","baseball","operations"
"12655",2,"culinary","institute","in","new","york"
"12656",2,"cultural","center","chicago","public","library"
"12657",2,"cultural","expression","of","the","gospel"
"12658",2,"culture","in","which","they","lived"
"12659",2,"culture","of","honor","can","be"
"12660",2,"culture","that","has","a","long"
"12661",2,"cumberland","county","jail","in","lieu"
"12662",2,"cumberland","county","women's","hall","of"
"12663",2,"cup","didn't","get","in","the"
"12664",2,"cup","extra","virgin","olive","oil"
"12665",2,"cup","of","coffee","and","a"
"12666",2,"cup","of","coffee","in","one"
"12667",3,"cup","of","tea","but","it"
"12668",2,"cup","packed","light","brown","sugar"
"12669",2,"cupboard","and","i","am","sure"
"12670",2,"cupcake","liners","filling","each","about"
"12671",2,"cupcakes","with","cream","cheese","frosting"
"12672",2,"curie","one","never","notices","what"
"12673",2,"curiosity","got","the","best","of"
"12674",2,"curious","to","see","what","my"
"12675",2,"curl","up","on","the","couch"
"12676",2,"current","and","former","players","from"
"12677",2,"current","in","matters","of","principle"
"12678",2,"current","mills","or","per","home"
"12679",3,"current","state","of","the","economy"
"12680",2,"current","weather","in","orlando","c"
"12681",2,"curtis","dirt","unk","unk","weapon"
"12682",2,"customer","all","fares","are","subject"
"12683",2,"customer","it","says","in","its"
"12684",2,"customer","reviews","and","ratings","of"
"12685",2,"customer","who","pays","the","wages"
"12686",3,"cut","a","hole","in","the"
"12687",2,"cut","back","on","the","amount"
"12688",2,"cut","down","on","the","number"
"12689",2,"cut","down","on","your","food"
"12690",2,"cut","down","the","number","of"
"12691",2,"cut","in","medicare","payments","to"
"12692",2,"cut","off","from","the","rest"
"12693",2,"cut","the","lead","to","with"
"12694",2,"cut","the","recipe","in","half"
"12695",2,"cut","to","the","chase","and"
"12696",2,"cutest","guy","ever","i","wish"
"12697",2,"cuyahoga","county","board","of","health"
"12698",4,"cuyahoga","county","commissioner","jimmy","dimora"
"12699",3,"cuyahoga","county","common","pleas","court"
"12700",3,"cuyahoga","county","common","pleas","judge"
"12701",2,"cuyahoga","county","executive","ed","fitzgerald"
"12702",2,"cuyahoga","county","prosecutor","bill","mason"
"12703",2,"cyber","charter","schools","that","can"
"12704",2,"cyber","intelligence","sharing","and","protection"
"12705",2,"cynthia","woods","mitchell","center","for"
"12706",2,"d","along","with","lotus","resident"
"12707",2,"d","e","f","e","n"
"12708",2,"d","gloucester","and","assembly","speaker"
"12709",2,"d","hope","you","have","a"
"12710",4,"d","i","suscribed","every","single"
"12711",2,"d","im","fans","of","u"
"12712",2,"d","morgan","center","for","entrepreneurship"
"12713",2,"d","punk'd","is","funny","d"
"12714",2,"dabbed","and","dabbed","and","dabbed"
"12715",3,"dad's","middle","east","media","sampler"
"12716",2,"daily","a","second","tasting","room"
"12717",2,"dallas","based","at","t","said"
"12718",2,"dallas","cowboys","owner","jerry","jones"
"12719",2,"dallas","this","a","m","or"
"12720",2,"dallas","tornado","s","gimme","a"
"12721",2,"damage","as","it","fans","social"
"12722",9,"damage","attacks","up","to","enemies"
"12723",2,"damage","number","of","attacks","to"
"12724",3,"damage","received","from","the","enemies"
"12725",2,"dame","spokesman","dennis","brown","said"
"12726",2,"damn","girl","you've","got","a"
"12727",2,"damn","i","thought","you","meant"
"12728",2,"damn","tuesday","nobody","does","bizz"
"12729",2,"damn","what","i'd","do","to"
"12730",2,"damned","if","i","do","damned"
"12731",2,"dan","fouts","rodney","harrison","and"
"12732",2,"dan","unk","director","of","the"
"12733",2,"dan","unk","executive","director","of"
"12734",2,"dance","group","of","the","week"
"12735",2,"dance","in","the","end","zone"
"12736",2,"dance","lessons","in","six","weeks"
"12737",2,"dance","with","life","a","innovative"
"12738",2,"dance","your","purpose","is","not"
"12739",2,"dancing","with","the","stars","the"
"12740",2,"dane","county","executive","kathleen","falk"
"12741",2,"danforth","center","on","religion","and"
"12742",2,"danger","in","reading","too","much"
"12743",2,"daniel","boom","dj","will","be"
"12744",2,"dare","it","is","because","we"
"12745",2,"dare","that","they","are","difficult"
"12746",2,"dark","as","the","control","line"
"12747",2,"dark","day","for","freedom","and"
"12748",2,"dark","glasses","to","avoid","being"
"12749",2,"dark","side","of","the","moon"
"12750",2,"dark","with","mr","kee","its"
"12751",2,"darkness","but","will","have","the"
"12752",2,"darkness","in","the","world","cannot"
"12753",4,"darkness","on","the","edge","of"
"12754",2,"darkness","on","the","enemy","and"
"12755",2,"darrell","issa","r","calif","chairman"
"12756",2,"date","if","there","is","a"
"12757",2,"date","of","your","purchase","and"
"12758",2,"dating","back","hundreds","of","years"
"12759",2,"dating","is","exciting","for","both"
"12760",3,"daughter","of","smoke","and","bone"
"12761",2,"daughter","wants","to","go","to"
"12762",2,"david","thanks","for","the","follow"
"12763",2,"david","unk","director","of","the"
"12764",2,"david","unk","of","the","national"
"12765",2,"david","unk","we","are","now"
"12766",2,"david","wright","homered","and","singled"
"12767",2,"davis","white","ba","unk","sta"
"12768",2,"dax","index","rose","percent","and"
"12769",2,"day's","supply","of","unnecessary","and"
"12770",2,"day","all","i","love","you"
"12771",3,"day","all","you","have","to"
"12772",2,"day","and","it","would","be"
"12773",2,"day","and","thanks","for","stopping"
"12774",2,"day","as","a","way","to"
"12775",2,"day","at","a","new","job"
"12776",2,"day","at","a","time","and"
"12777",2,"day","at","my","new","job"
"12778",3,"day","at","the","same","time"
"12779",2,"day","be","filled","with","joy"
"12780",2,"day","but","teammates","became","worried"
"12781",2,"day","by","day","and","take"
"12782",2,"day","decide","the","lives","we"
"12783",2,"day","dreaming","about","winning","the"
"12784",2,"day","everybody","have","a","great"
"12785",2,"day","follows","me","is","the"
"12786",2,"day","for","all","of","us"
"12787",2,"day","for","all","of","you"
"12788",2,"day","for","freedom","and","it's"
"12789",2,"day","for","prosecutors","in","the"
"12790",2,"day","have","a","great","weekend"
"12791",2,"day","i'll","figure","out","the"
"12792",2,"day","i","am","going","to"
"12793",2,"day","i","came","up","with"
"12794",2,"day","i","can","be","mentioned"
"12795",2,"day","i","can","feel","it"
"12796",2,"day","i","can","just","feel"
"12797",2,"day","i","gave","up","on"
"12798",2,"day","i","get","to","see"
"12799",2,"day","i","hope","you","have"
"12800",2,"day","i","remind","myself","that"
"12801",2,"day","i","was","able","to"
"12802",3,"day","i","was","talking","to"
"12803",2,"day","i","went","to","the"
"12804",2,"day","if","one","day","i"
"12805",2,"day","if","you","dont","want"
"12806",3,"day","if","you","want","to"
"12807",7,"day","in","and","day","out"
"12808",6,"day","in","the","life","of"
"12809",3,"day","is","off","to","a"
"12810",2,"day","late","and","a","dollar"
"12811",2,"day","less","than","a","week"
"12812",2,"day","of","i","am","thankful"
"12813",2,"day","of","my","new","job"
"12814",2,"day","of","shame","for","the"
"12815",2,"day","of","spring","break","and"
"12816",2,"day","of","spring","the","weather"
"12817",4,"day","of","the","new","year"
"12818",2,"day","of","the","nfl","draft"
"12819",4,"day","of","the","rest","of"
"12820",2,"day","of","the","three","day"
"12821",2,"day","of","the","week","and"
"12822",3,"day","of","the","week","but"
"12823",2,"day","of","the","week","is"
"12824",2,"day","of","the","year","in"
"12825",2,"day","of","the","year","on"
"12826",2,"day","of","the","year","the"
"12827",3,"day","of","the","year","when"
"12828",2,"day","off","so","i","could"
"12829",2,"day","or","two","before","the"
"12830",3,"day","settled","by","end","of"
"12831",3,"day","seven","days","a","week"
"12832",2,"day","should","be","a","holiday"
"12833",3,"day","thank","you","to","all"
"12834",2,"day","that's","a","lot","of"
"12835",2,"day","that","will","live","in"
"12836",2,"day","the","weather","is","beautiful"
"12837",2,"day","their","job","was","to"
"12838",2,"day","they","will","be","in"
"12839",2,"day","to","all","of","my"
"12840",2,"day","to","all","of","our"
"12841",6,"day","to","all","of","the"
"12842",2,"day","to","all","of","you"
"12843",2,"day","to","all","the","beautiful"
"12844",2,"day","to","all","the","great"
"12845",2,"day","to","all","the","mommies"
"12846",8,"day","to","all","the","moms"
"12847",9,"day","to","all","the","mothers"
"12848",2,"day","to","all","the","real"
"12849",3,"day","to","all","the","wonderful"
"12850",3,"day","to","all","you","wonderful"
"12851",2,"day","to","be","at","fenway"
"12852",2,"day","to","day","basis","i"
"12853",2,"day","to","day","life","we"
"12854",3,"day","to","day","operations","of"
"12855",2,"day","to","go","to","the"
"12856",2,"day","to","make","me","the"
"12857",2,"day","to","you","as","well"
"12858",2,"day","trying","out","my","new"
"12859",2,"day","waiting","to","see","if"
"12860",2,"day","what","are","you","doing"
"12861",3,"day","what","is","your","favorite"
"12862",2,"day","who","do","you","think"
"12863",2,"day","will","be","here","before"
"12864",2,"day","will","take","place","from"
"12865",2,"day","with","your","loved","ones"
"12866",2,"day","would","come","so","many"
"12867",2,"day","you","may","eventually","get"
"12868",2,"day","you","treat","me","like"
"12869",2,"day","you","will","be","able"
"12870",2,"day","you","will","notice","me"
"12871",2,"days","after","the","weekend","are"
"12872",2,"days","are","better","than","others"
"12873",2,"days","before","the","publication","date"
"12874",2,"days","in","a","row","and"
"12875",2,"days","in","a","row","but"
"12876",2,"days","into","the","new","year"
"12877",2,"days","it","seems","to","be"
"12878",2,"days","leading","up","to","christmas"
"12879",3,"days","leading","up","to","the"
"12880",2,"days","left","i","also","have"
"12881",2,"days","like","this","make","me"
"12882",2,"days","of","school","for","me"
"12883",2,"days","on","the","witness","stand"
"12884",2,"days","or","as","long","as"
"12885",2,"days","seem","open","minded","and"
"12886",2,"days","till","i","get","to"
"12887",2,"days","to","prepare","for","their"
"12888",2,"days","until","christmas","and","days"
"12889",2,"days","until","our","hospitality","suite"
"12890",10,"dc","for","a","concert","and"
"12891",2,"dc","in","september","want","to"
"12892",12,"de","amazon","fr","amazon","it"
"12893",2,"de","centralize","the","federal","government"
"12894",2,"de","la","unk","from","the"
"12895",2,"dea's","answer","to","this","is"
"12896",2,"dead","and","seated","him","at"
"12897",2,"dead","during","execution","of","the"
"12898",2,"dead","in","her","home","in"
"12899",3,"dead","or","rather","not","alive"
"12900",2,"dead","what","would","have","happened"
"12901",2,"deadly","force","if","he","or"
"12902",2,"deal","is","expected","to","close"
"12903",2,"deal","with","it","in","the"
"12904",2,"deal","with","the","issues","that"
"12905",3,"deal","with","the","u","s"
"12906",3,"dealer","reporter","unk","plaind","com"
"12907",4,"dealer","superior","ave","cleveland","oh"
"12908",2,"deals","in","the","u","s"
"12909",3,"dean","of","the","college","of"
"12910",2,"dean","of","the","school","of"
"12911",2,"dear","girls","fact","you","can"
"12912",2,"dear","heavenly","father","thank","you"
"12913",2,"death","and","resurrection","of","jesus"
"12914",2,"death","from","coronary","heart","disease"
"12915",2,"death","lawsuit","against","the","sensers"
"12916",2,"death","of","osama","bin","laden"
"12917",4,"death","or","great","bodily","harm"
"12918",2,"death","or","serious","bodily","harm"
"12919",3,"deaths","of","saul","and","jonathan"
"12920",2,"debate","over","whether","or","not"
"12921",2,"debating","whether","or","not","to"
"12922",2,"debts","of","previous","legal","losses"
"12923",2,"debut","in","san","diego","can"
"12924",2,"decade","old","history","on","the"
"12925",2,"decades","those","who","entered","college"
"12926",2,"deceived","users","and","violated","its"
"12927",2,"december","ramsey","county","floated","the"
"12928",2,"decide","by","how","the","waters"
"12929",3,"decide","if","i","want","to"
"12930",2,"decide","the","lives","we","live"
"12931",2,"decide","to","change","your","life"
"12932",2,"decide","to","give","the","horse"
"12933",2,"decide","what","to","do","with"
"12934",4,"decide","whether","or","not","to"
"12935",3,"decided","he","was","going","to"
"12936",2,"decided","it","was","time","for"
"12937",4,"decided","it","was","time","to"
"12938",4,"decided","it","would","be","a"
"12939",3,"decided","that","i","am","going"
"12940",2,"decided","to","call","it","a"
"12941",2,"decided","to","check","out","the"
"12942",2,"decided","to","come","back","to"
"12943",3,"decided","to","do","it","again"
"12944",4,"decided","to","give","it","a"
"12945",2,"decided","to","go","ahead","and"
"12946",3,"decided","to","go","back","to"
"12947",2,"decided","to","go","for","it"
"12948",3,"decided","to","go","on","a"
"12949",2,"decided","to","go","through","the"
"12950",4,"decided","to","go","to","the"
"12951",2,"decided","to","go","with","a"
"12952",2,"decided","to","have","a","separate"
"12953",4,"decided","to","look","beyond","the"
"12954",2,"decided","to","look","up","the"
"12955",2,"decided","to","make","it","for"
"12956",4,"decided","to","make","my","own"
"12957",3,"decided","to","take","a","break"
"12958",3,"decided","to","write","a","book"
"12959",2,"decides","not","to","be","something"
"12960",2,"decision","was","also","based","on"
"12961",2,"decision","was","based","on","the"
"12962",2,"decisions","stick","he","told","the"
"12963",2,"decisions","we","want","them","to"
"12964",2,"deck","off","the","master","bedroom"
"12965",2,"declare","yourself","to","be","a"
"12966",2,"decline","and","fall","of","the"
"12967",2,"declined","to","answer","a","question"
"12968",3,"declined","to","comment","citing","the"
"12969",7,"declined","to","comment","on","the"
"12970",2,"declined","to","comment","saying","he"
"12971",2,"declined","to","give","her","name"
"12972",2,"declined","to","say","how","many"
"12973",2,"declined","to","say","whether","the"
"12974",2,"declined","to","say","whether","they"
"12975",2,"declined","to","speak","to","the"
"12976",2,"declines","the","man","asks","for"
"12977",2,"dedicated","to","the","blessed","virgin"
"12978",2,"dedication","works","of","the","mind"
"12979",2,"deepak","unk","executive","director","of"
"12980",2,"deeper","and","deeper","into","the"
"12981",2,"deepest","fear","is","not","that"
"12982",2,"deeply","loved","by","someone","gives"
"12983",2,"def","unk","no","unk","b"
"12984",2,"defeat","use","words","like","hope"
"12985",2,"defend","freedom","wherever","it","is"
"12986",2,"defense","after","following","the","teenager"
"12987",2,"defense","of","his","handling","of"
"12988",3,"defense","of","marriage","act","which"
"12989",11,"defensive","player","of","the","year"
"12990",3,"defensive","side","of","the","ball"
"12991",2,"deficit","to","of","gross","domestic"
"12992",2,"defined","goals","we","become","strangely"
"12993",2,"defined","period","of","consecutive","time"
"12994",2,"definitely","going","to","have","to"
"12995",4,"definitely","one","of","my","favorite"
"12996",4,"definitely","one","of","the","best"
"12997",3,"definitely","one","of","the","most"
"12998",2,"definition","of","greed","and","arrogance"
"12999",3,"degree","at","the","university","of"
"13000",2,"degree","child","abuse","in","connection"
"13001",2,"degree","felony","murder","and","first"
"13002",5,"degree","from","the","university","of"
"13003",2,"degree","in","criminal","justice","from"
"13004",4,"degree","murder","in","the","death"
"13005",2,"degree","murder","in","the","deaths"
"13006",3,"degrees","low","black","bass","are"
"13007",3,"deja","vu","all","over","again"
"13008",2,"delaware","valley","regional","high","school"
"13009",2,"delayed","muscle","recovery","after","doing"
"13010",2,"delegated","to","the","united","states"
"13011",2,"delegates","he","needs","to","clinch"
"13012",2,"delegates","to","win","the","nomination"
"13013",2,"deliberate","infliction","on","the","targeted"
"13014",2,"delicate","diplomatic","crisis","for","washington"
"13015",2,"delicate","unassuming","show","but","once"
"13016",2,"delicious","and","very","time","consuming"
"13017",2,"deliver","products","and","services","to"
"13018",2,"deliver","the","best","user","and"
"13019",2,"delivers","some","of","the","best"
"13020",2,"delta","offer","nonstop","service","to"
"13021",2,"dem","bad","bitches","at","where"
"13022",3,"demand","for","jackson","potts","ii"
"13023",2,"demarco","contributed","to","this","report"
"13024",2,"democratic","district","and","one","republican"
"13025",2,"democratic","lawmakers","at","an","unofficial"
"13026",3,"democratic","state","chairman","john","wisniewski"
"13027",2,"democrats","invited","her","back","and"
"13028",2,"democrats","who","control","the","legislature"
